Number	Associated	TaxRank	MinScore	NextMaxScore
2328	Whispovirus	Genus	345:00:00	146:05:00
13181	Mimivirus	Genus	393:05:00	149:00:00
20345	Marseillevirus	Genus	122:00:00	
26636	Krischvirus	Genus	156:05:00	117:07:00
10733	Aurivirus	Genus	3282:06:00	2631:09:00
23935	Emdodecavirus	Genus	91:03:00	48:06:00
31114	Unaquatrovirus	Genus	106:08:00	47:02:00
14572	Bongovirus	Genus	272:05:00	255:06:00
31128	Nonanavirus	Genus	230:02:00	32:07:00
7300	Mimivirus	Genus	125:05:00	37:06:00
2122	Whispovirus	Genus	184:08:00	50:08:00
12904	Schizotequatrovirus	Genus	116:00:00	36:06:00
25706	Avipoxvirus	Genus	141:08:00	45:08:00
15650	Iltovirus	Genus	118:05:00	40:01:00
24136	Emdodecavirus	Genus	661:05:00	91:07:00
4113	Muromegalovirus	Genus	47:08:00	
4023	Muromegalovirus	Genus	31:09:00	
7403	Mimivirus	Genus	122:00:00	
21993	Corndogvirus	Genus	223:06:00	38:06:00
20436	Marseillevirus	Genus	118:06:00	35:02:00
23	Roseolovirus	Genus	155:07:00	
17375	Mimivirus	Genus	116:06:00	
7013	Mimivirus	Genus	398:07:00	
7905	Mimivirus	Genus	203:00:00	
7768	Mimivirus	Genus	149:01:00	
22397	Enhodamvirus	Genus	266:06:00	
17052	Ascovirus	Genus	199:03:00	65:00:00
20434	Marseillevirus	Genus	432:00:00	
4182	Cyprinivirus	Genus	180:05:00	48:04:00
20395	Marseillevirus	Genus	270:05:00	
10732	Aurivirus	Genus	143:06:00	113:04:00
7047	Mimivirus	Genus	131:04:00	
14446	Cheoctovirus	Genus	174:06:00	171:07:00
8731	Pecentumvirus	Genus	109:07:00	
15420	Mimivirus	Genus	164:01:00	42:04:00
18854	Nucleorhabdovirus	Genus	347:05:00	
28775	Seunavirus	Genus	275:07:00	247:08:00
29533	Wphvirus	Genus	168:09:00	31:04:00
2211	Whispovirus	Genus	610:03:00	314:08:00
2119	Whispovirus	Genus	213:09:00	36:03:00
20276	Marseillevirus	Genus	333:04:00	
24604	Slopekvirus	Genus	132:05:00	127:03:00
8451	Megalocytivirus	Genus	75:08:00	49:05:00
14565	Bongovirus	Genus	209:09:00	189:00:00
11250	Ampelovirus	Genus	128:01:00	
4309	Cyprinivirus	Genus	485:04:00	33:05:00
21925	Baltimorevirus	Genus	43:01:00	
19263	Pandoravirus	Genus	168:02:00	
6875	Mimivirus	Genus	178:07:00	
16383	Ranavirus	Genus	126:07:00	62:08:00
7554	Mimivirus	Genus	406:04:00	
29573	Bequatrovirus	Genus	33:07:00	
12621	Obolenskvirus	Genus	76:03:00	
15568	Mimivirus	Genus	134:02:00	
24263	Phikmvvirus	Genus	136:00:00	
7150	Mimivirus	Genus	289:03:00	34:02:00
11310	Unaquatrovirus	Genus	163:08:00	38:09:00
17779	Mimivirus	Genus	129:07:00	67:03:00
25189	Chlorovirus	Genus	145:04:00	53:03:00
5393	Caeruleovirus	Genus	238:01:00	94:06:00
20477	Marseillevirus	Genus	131:06:00	
16738	Tulanevirus	Genus	528:00:00	427:08:00
6625	Varicellovirus	Genus	103:07:00	
20813	Jwalphavirus	Genus	134:07:00	73:01:00
21926	Baltimorevirus	Genus	33:05:00	
18040	Andromedavirus	Genus	104:02:00	35:04:00
13143	Schizotequatrovirus	Genus	61:06:00	35:01:00
20231	Marseillevirus	Genus	65:00:00	34:09:00
20343	Marseillevirus	Genus	217:04:00	
13374	Teseptimavirus	Genus	37:07:00	
28204	Agtrevirus	Genus	194:04:00	168:09:00
16240	Mastadenovirus	Genus	107:05:00	45:02:00
29622	Bequatrovirus	Genus	264:07:00	
3906	Asfivirus	Genus	244:07:00	
14118	Omegavirus	Genus	110:09:00	
7901	Mimivirus	Genus	273:09:00	
7813	Mimivirus	Genus	211:03:00	
2178	Whispovirus	Genus	189:01:00	45:09:00
20060	Marseillevirus	Genus	53:06:00	
7914	Mimivirus	Genus	97:07:00	37:09:00
24814	Pakpunavirus	Genus	120:03:00	64:09:00
8427	Megalocytivirus	Genus	200:09:00	32:02:00
13258	Trichomonasvirus	Genus	474:04:00	
20146	Marseillevirus	Genus	54:04:00	
20241	Marseillevirus	Genus	174:03:00	
20492	Marseillevirus	Genus	162:03:00	
2946	Betanudivirus	Genus	197:06:00	43:05:00
25228	Chlorovirus	Genus	75:00:00	39:05:00
4092	Muromegalovirus	Genus	142:05:00	
20114	Marseillevirus	Genus	114:02:00	93:03:00
27920	Mieseafarmvirus	Genus	169:00:00	
13224	Mimivirus	Genus	81:08:00	
15276	Mimivirus	Genus	84:09:00	
17938	Gamaleyavirus	Genus	185:02:00	
2206	Whispovirus	Genus	185:05:00	40:09:00
20402	Marseillevirus	Genus	93:00:00	
20353	Marseillevirus	Genus	665:07:00	
15758	Alphabaculovirus	Genus	204:02:00	
24129	Emdodecavirus	Genus	176:03:00	65:08:00
24596	Slopekvirus	Genus	86:05:00	40:01:00
19196	Pandoravirus	Genus	347:00:00	47:09:00
13023	Schizotequatrovirus	Genus	287:03:00	35:06:00
6588	Megalocytivirus	Genus	54:03:00	
11297	Unaquatrovirus	Genus	139:02:00	38:03:00
8309	Mimivirus	Genus	103:05:00	
30409	Bequatrovirus	Genus	156:06:00	148:02:00
7289	Mimivirus	Genus	606:08:00	
7865	Mimivirus	Genus	139:02:00	98:04:00
22381	Tequatrovirus	Genus	132:09:00	130:01:00
20501	Marseillevirus	Genus	144:02:00	
16270	Alphabaculovirus	Genus	38:09:00	
12670	Mastadenovirus	Genus	126:00:00	
6664	Varicellovirus	Genus	185:07:00	36:03:00
13192	Mimivirus	Genus	158:06:00	34:04:00
2204	Whispovirus	Genus	1328:02:00	33:04:00
29455	Bastillevirus	Genus	242:04:00	31:09:00
17193	Alphabaculovirus	Genus	53:02:00	34:06:00
23877	Kochikohdavirus	Genus	262:04:00	51:03:00
17744	Mimivirus	Genus	137:00:00	
18931	Pandoravirus	Genus	58:02:00	
6929	Mimivirus	Genus	525:01:00	
3573	Rudivirus	Genus	203:03:00	186:04:00
6991	Mimivirus	Genus	281:08:00	
17371	Mimivirus	Genus	304:05:00	
26691	Krischvirus	Genus	237:00:00	44:03:00
13867	Saphexavirus	Genus	222:01:00	34:09:00
4279	Cyprinivirus	Genus	101:09:00	38:05:00
20626	Alphabaculovirus	Genus	571:07:00	139:02:00
27847	Bruynoghevirus	Genus	101:00:00	39:00:00
18448	Slashvirus	Genus	132:05:00	91:07:00
26470	Corndogvirus	Genus	130:03:00	33:02:00
27853	Phikmvvirus	Genus	51:03:00	46:07:00
29405	Bastillevirus	Genus	108:08:00	41:08:00
2759	Whispovirus	Genus	222:05:00	85:04:00
3992	Muromegalovirus	Genus	120:05:00	32:04:00
8144	Mimivirus	Genus	45:01:00	
30152	Kayvirus	Genus	37:05:00	
26970	Lessievirus	Genus	397:02:00	359:02:00
3307	Aureusvirus	Genus	45:09:00	32:08:00
23093	Kuravirus	Genus	155:01:00	69:08:00
16001	Caeruleovirus	Genus	139:09:00	134:07:00
11962	Slopekvirus	Genus	291:03:00	
20199	Marseillevirus	Genus	108:08:00	48:06:00
3860	Asfivirus	Genus	161:09:00	
25810	Betabaculovirus	Genus	82:05:00	
26700	Krischvirus	Genus	75:04:00	
6528	Megalocytivirus	Genus	209:07:00	
15640	Iltovirus	Genus	185:05:00	35:04:00
8437	Megalocytivirus	Genus	83:05:00	
18339	Proboscivirus	Genus	376:03:00	31:03:00
21998	Corndogvirus	Genus	66:01:00	43:00:00
8009	Mimivirus	Genus	233:01:00	
1907	Detrevirus	Genus	453:06:00	448:08:00
15322	Mimivirus	Genus	100:05:00	32:07:00
22710	Alphabaculovirus	Genus	124:05:00	
22485	Betaendornavirus	Genus	32:00:00	
20187	Marseillevirus	Genus	125:08:00	
17939	Gamaleyavirus	Genus	117:01:00	
8415	Alphatectivirus	Genus	160:00:00	88:08:00
24859	Nankokuvirus	Genus	160:09:00	44:08:00
25862	Betaentomopoxvirus	Genus	130:06:00	35:01:00
7149	Mimivirus	Genus	489:00:00	36:05:00
27929	Mieseafarmvirus	Genus	187:06:00	
3309	Aureusvirus	Genus	158:04:00	45:08:00
27403	Yuavirus	Genus	212:09:00	
6562	Megalocytivirus	Genus	74:04:00	
19369	Pandoravirus	Genus	525:01:00	
30587	Caeruleovirus	Genus	163:07:00	104:01:00
7190	Mimivirus	Genus	136:00:00	33:00:00
1649	Orthopoxvirus	Genus	170:06:00	38:09:00
13848	Saphexavirus	Genus	159:01:00	47:00:00
20449	Marseillevirus	Genus	116:07:00	
2272	Whispovirus	Genus	265:07:00	
29552	Bequatrovirus	Genus	144:08:00	
16380	Ranavirus	Genus	82:00:00	35:05:00
21819	Cyprinivirus	Genus	213:05:00	
17484	Mimivirus	Genus	198:08:00	
26620	Krischvirus	Genus	159:01:00	41:04:00
20337	Marseillevirus	Genus	574:08:00	
28704	Mapvirus	Genus	635:04:00	536:02:00
9191	Closterovirus	Genus	302:03:00	
8145	Mimivirus	Genus	157:00:00	
23955	Emdodecavirus	Genus	166:09:00	41:05:00
17450	Mimivirus	Genus	35:02:00	
29564	Bequatrovirus	Genus	232:03:00	
27393	Yuavirus	Genus	64:04:00	53:01:00
8199	Mimivirus	Genus	150:07:00	
18574	Siminovitchvirus	Genus	198:01:00	153:00:00
16852	Teseptimavirus	Genus	99:00:00	85:02:00
20247	Marseillevirus	Genus	263:03:00	
22403	Enhodamvirus	Genus	115:03:00	
7968	Mimivirus	Genus	126:02:00	
15571	Mimivirus	Genus	183:00:00	
24578	Slopekvirus	Genus	92:08:00	48:08:00
1225	Morbillivirus	Genus	191:01:00	
13079	Schizotequatrovirus	Genus	91:01:00	49:09:00
14579	Bongovirus	Genus	153:07:00	129:09:00
1592	Orthopoxvirus	Genus	185:09:00	33:04:00
7889	Mimivirus	Genus	117:07:00	32:04:00
19780	Silviavirus	Genus	248:00:00	236:00:00
20234	Marseillevirus	Genus	155:09:00	47:03:00
6519	Megalocytivirus	Genus	139:07:00	
7351	Mimivirus	Genus	234:07:00	
19473	Pandoravirus	Genus	150:08:00	
3888	Asfivirus	Genus	135:04:00	
20307	Marseillevirus	Genus	288:02:00	32:08:00
7756	Mimivirus	Genus	68:01:00	
24871	Nankokuvirus	Genus	155:09:00	65:08:00
15418	Mimivirus	Genus	177:05:00	42:00:00
29110	Certrevirus	Genus	136:03:00	126:01:00
23549	Vequintavirus	Genus	73:03:00	
23895	Kochikohdavirus	Genus	782:07:00	48:01:00
22011	Corndogvirus	Genus	133:01:00	38:00:00
19237	Pandoravirus	Genus	148:01:00	
6452	Alphatectivirus	Genus	274:07:00	34:06:00
3712	Asfivirus	Genus	107:01:00	
8010	Mimivirus	Genus	250:07:00	103:09:00
3869	Asfivirus	Genus	186:05:00	
26680	Krischvirus	Genus	150:09:00	62:03:00
7103	Mimivirus	Genus	308:07:00	
15362	Mimivirus	Genus	162:05:00	32:06:00
13136	Schizotequatrovirus	Genus	184:00:00	38:00:00
18093	Andromedavirus	Genus	63:00:00	44:03:00
22009	Corndogvirus	Genus	163:04:00	53:03:00
15469	Mimivirus	Genus	109:04:00	
28685	Tunavirus	Genus	114:04:00	103:00:00
29626	Bequatrovirus	Genus	85:01:00	47:01:00
6541	Megalocytivirus	Genus	31:03:00	
20495	Marseillevirus	Genus	151:07:00	
14610	Kostyavirus	Genus	345:06:00	
15760	Alphabaculovirus	Genus	107:09:00	41:04:00
6617	Varicellovirus	Genus	358:03:00	
20459	Marseillevirus	Genus	188:05:00	
19515	Pandoravirus	Genus	216:08:00	32:00:00
23888	Kochikohdavirus	Genus	268:03:00	34:08:00
17403	Mimivirus	Genus	105:09:00	36:08:00
15342	Mimivirus	Genus	170:00:00	59:03:00
18428	Ampelovirus	Genus	119:05:00	
15753	Alphabaculovirus	Genus	116:02:00	
7311	Mimivirus	Genus	195:01:00	37:06:00
29725	Alcyoneusvirus	Genus	160:00:00	135:07:00
10130	Chipapillomavirus	Genus	185:07:00	104:03:00
3839	Asfivirus	Genus	220:06:00	
15748	Alphabaculovirus	Genus	480:09:00	
15772	Alphabaculovirus	Genus	160:06:00	
28781	Seunavirus	Genus	130:07:00	121:00:00
3481	Avipoxvirus	Genus	154:03:00	38:08:00
2279	Whispovirus	Genus	384:00:00	
7285	Mimivirus	Genus	262:04:00	
3802	Asfivirus	Genus	105:06:00	
7561	Mimivirus	Genus	148:05:00	47:07:00
20235	Marseillevirus	Genus	276:01:00	32:03:00
4397	Cyprinivirus	Genus	190:02:00	
17336	Mimivirus	Genus	121:03:00	
3896	Asfivirus	Genus	426:05:00	
20260	Marseillevirus	Genus	158:04:00	35:02:00
20420	Marseillevirus	Genus	37:02:00	
26070	Betalipothrixvirus	Genus	240:05:00	50:03:00
20305	Marseillevirus	Genus	167:05:00	40:00:00
17519	Mimivirus	Genus	221:09:00	
29466	Bastillevirus	Genus	108:09:00	86:01:00
7464	Mimivirus	Genus	147:03:00	34:05:00
15740	Alphabaculovirus	Genus	118:01:00	
20390	Marseillevirus	Genus	303:09:00	
20342	Marseillevirus	Genus	183:08:00	
4134	Muromegalovirus	Genus	795:09:00	
13259	Trichomonasvirus	Genus	286:01:00	
7730	Mimivirus	Genus	336:02:00	
6526	Megalocytivirus	Genus	247:06:00	35:05:00
9821	Orthopoxvirus	Genus	144:04:00	
17762	Varicellovirus	Genus	87:09:00	44:07:00
20363	Marseillevirus	Genus	242:00:00	
7822	Mimivirus	Genus	349:01:00	
425	Potyvirus	Genus	368:09:00	
30820	Helsingorvirus	Genus	141:05:00	46:05:00
3859	Asfivirus	Genus	249:05:00	
21707	Timquatrovirus	Genus	76:06:00	
20575	Marseillevirus	Genus	120:04:00	33:04:00
30856	Helsingorvirus	Genus	331:02:00	83:08:00
11790	Muromegalovirus	Genus	187:03:00	
29434	Bastillevirus	Genus	163:06:00	49:09:00
21763	Pecentumvirus	Genus	129:02:00	
15424	Mimivirus	Genus	236:05:00	
20636	Alphabaculovirus	Genus	321:09:00	59:07:00
20266	Marseillevirus	Genus	561:05:00	
12526	Soymovirus	Genus	99:04:00	
20375	Marseillevirus	Genus	396:02:00	32:01:00
20321	Marseillevirus	Genus	170:01:00	
3907	Asfivirus	Genus	601:02:00	
19508	Pandoravirus	Genus	129:00:00	36:00:00
9382	Mardivirus	Genus	241:08:00	
27931	Mieseafarmvirus	Genus	499:05:00	40:09:00
7983	Mimivirus	Genus	200:02:00	39:03:00
20475	Marseillevirus	Genus	40:06:00	34:02:00
7280	Mimivirus	Genus	122:07:00	
3785	Asfivirus	Genus	223:07:00	
8844	Alphatrevirus	Genus	119:09:00	
15205	Mimivirus	Genus	112:09:00	46:08:00
10539	Fletchervirus	Genus	203:07:00	41:03:00
24834	Nankokuvirus	Genus	150:06:00	59:05:00
13188	Mimivirus	Genus	133:02:00	55:08:00
6902	Mimivirus	Genus	93:06:00	52:05:00
23284	Slashvirus	Genus	286:02:00	38:01:00
2294	Whispovirus	Genus	91:02:00	
12656	Mastadenovirus	Genus	122:03:00	36:07:00
23021	Kuravirus	Genus	98:08:00	55:09:00
8732	Pecentumvirus	Genus	136:02:00	43:07:00
20388	Marseillevirus	Genus	197:09:00	36:07:00
9859	Leporipoxvirus	Genus	143:03:00	48:05:00
20270	Marseillevirus	Genus	119:07:00	
28081	Dhillonvirus	Genus	32:02:00	
16742	Tulanevirus	Genus	85:05:00	53:09:00
18947	Pandoravirus	Genus	81:01:00	
3817	Asfivirus	Genus	1004:04:00	
22247	Timquatrovirus	Genus	133:00:00	
30945	Bequatrovirus	Genus	60:07:00	33:08:00
28420	Teseptimavirus	Genus	109:07:00	
3407	Avipoxvirus	Genus	50:06:00	
22099	Thetaarterivirus	Genus	247:09:00	
29476	Bastillevirus	Genus	116:02:00	104:09:00
12400	Brujitavirus	Genus	109:00:00	83:04:00
10561	Fletchervirus	Genus	132:01:00	54:06:00
7842	Mimivirus	Genus	45:02:00	
18786	Cbastvirus	Genus	249:01:00	39:08:00
20422	Marseillevirus	Genus	121:09:00	35:09:00
20140	Marseillevirus	Genus	179:01:00	
20498	Marseillevirus	Genus	125:04:00	
8211	Mimivirus	Genus	345:02:00	
1364	Tungrovirus	Genus	145:09:00	39:07:00
18715	Proboscivirus	Genus	136:05:00	39:01:00
20439	Marseillevirus	Genus	108:06:00	
6566	Megalocytivirus	Genus	99:02:00	37:06:00
15308	Mimivirus	Genus	216:06:00	
18948	Pandoravirus	Genus	123:04:00	
15564	Mimivirus	Genus	142:05:00	
29608	Bequatrovirus	Genus	54:04:00	42:05:00
18754	Bronvirus	Genus	52:04:00	
887	Rosenblumvirus	Genus	90:00:00	37:08:00
6057	Iteradensovirus	Genus	362:03:00	
3873	Asfivirus	Genus	412:06:00	
17075	Ascovirus	Genus	219:07:00	39:01:00
20453	Marseillevirus	Genus	244:03:00	
20227	Marseillevirus	Genus	98:05:00	42:03:00
22383	Tequatrovirus	Genus	101:00:00	
20169	Marseillevirus	Genus	43:06:00	34:04:00
3822	Asfivirus	Genus	193:07:00	
29136	Certrevirus	Genus	90:03:00	37:04:00
20262	Marseillevirus	Genus	137:08:00	34:07:00
16269	Alphabaculovirus	Genus	60:00:00	
10750	Ostreavirus	Genus	2529:01:00	2001:06:00
30678	Fromanvirus	Genus	162:07:00	
19038	Pandoravirus	Genus	630:00:00	
12637	Obolenskvirus	Genus	128:03:00	34:04:00
20481	Marseillevirus	Genus	143:09:00	32:02:00
14409	Omegavirus	Genus	238:05:00	124:02:00
27399	Yuavirus	Genus	62:08:00	32:02:00
20253	Marseillevirus	Genus	158:04:00	
1226	Morbillivirus	Genus	101:07:00	
7924	Mimivirus	Genus	114:04:00	
1497	Orthopoxvirus	Genus	167:05:00	
4095	Muromegalovirus	Genus	182:03:00	33:02:00
9564	Betacoronavirus	Genus	92:06:00	
7105	Mimivirus	Genus	226:07:00	
7338	Mimivirus	Genus	143:02:00	50:00:00
8171	Mimivirus	Genus	138:07:00	
22059	Fromanvirus	Genus	132:09:00	32:07:00
2179	Whispovirus	Genus	1118:02:00	
26609	Krischvirus	Genus	54:03:00	
24377	Teseptimavirus	Genus	39:02:00	
7642	Mimivirus	Genus	178:00:00	
19966	Limnipivirus	Genus	66:02:00	48:08:00
2290	Whispovirus	Genus	104:08:00	
20178	Marseillevirus	Genus	51:00:00	47:01:00
29647	Bequatrovirus	Genus	107:08:00	37:08:00
15950	Fromanvirus	Genus	111:01:00	
2711	Whispovirus	Genus	427:01:00	
6014	Orthopoxvirus	Genus	173:00:00	
7651	Mimivirus	Genus	229:03:00	
8225	Mimivirus	Genus	118:00:00	
20657	Alphabaculovirus	Genus	78:07:00	34:04:00
15741	Alphabaculovirus	Genus	192:00:00	
20302	Marseillevirus	Genus	160:09:00	
21898	Baltimorevirus	Genus	97:03:00	55:04:00
23044	Kuravirus	Genus	58:04:00	
21971	Corndogvirus	Genus	219:06:00	53:09:00
7188	Mimivirus	Genus	712:07:00	46:05:00
30581	Caeruleovirus	Genus	156:06:00	102:08:00
4073	Muromegalovirus	Genus	99:07:00	43:00:00
11852	Slopekvirus	Genus	146:08:00	39:08:00
5776	Inhavirus	Genus	201:01:00	194:03:00
3876	Asfivirus	Genus	184:00:00	
15367	Mimivirus	Genus	239:00:00	
6981	Mimivirus	Genus	187:00:00	34:02:00
29118	Certrevirus	Genus	133:00:00	33:01:00
26710	Krischvirus	Genus	173:03:00	57:07:00
29468	Bastillevirus	Genus	122:04:00	37:05:00
7841	Mimivirus	Genus	306:06:00	59:06:00
6799	Mastadenovirus	Genus	261:05:00	40:05:00
22000	Corndogvirus	Genus	185:08:00	63:06:00
23205	Pagevirus	Genus	141:01:00	46:07:00
3516	Avipoxvirus	Genus	71:04:00	
20042	Marseillevirus	Genus	88:07:00	
1420	Rhadinovirus	Genus	89:08:00	44:08:00
21710	Jedunavirus	Genus	193:05:00	192:08:00
23429	Gordtnkvirus	Genus	815:03:00	207:04:00
7838	Mimivirus	Genus	524:00:00	58:00:00
21950	Corndogvirus	Genus	182:01:00	33:01:00
10523	Fletchervirus	Genus	263:01:00	33:01:00
20150	Marseillevirus	Genus	140:09:00	51:00:00
20352	Marseillevirus	Genus	289:05:00	
14459	Fromanvirus	Genus	145:07:00	
20280	Marseillevirus	Genus	290:09:00	42:04:00
23987	Emdodecavirus	Genus	202:07:00	66:01:00
22965	Huchismacovirus	Genus	49:00:00	44:06:00
7558	Mimivirus	Genus	170:05:00	
10951	Bixzunavirus	Genus	215:07:00	34:04:00
20251	Marseillevirus	Genus	121:01:00	
27394	Yuavirus	Genus	76:05:00	
23091	Kuravirus	Genus	77:01:00	66:01:00
20261	Marseillevirus	Genus	124:01:00	
3119	Alphabaculovirus	Genus	35:08:00	
20376	Marseillevirus	Genus	458:01:00	
15174	Mimivirus	Genus	114:04:00	
7409	Mimivirus	Genus	117:00:00	
29568	Bequatrovirus	Genus	164:09:00	33:03:00
22405	Enhodamvirus	Genus	197:08:00	
20460	Marseillevirus	Genus	93:02:00	51:07:00
18765	Bronvirus	Genus	129:07:00	34:05:00
13854	Saphexavirus	Genus	102:04:00	33:06:00
27412	Yuavirus	Genus	72:03:00	44:03:00
14891	Mimivirus	Genus	156:06:00	
7953	Mimivirus	Genus	167:03:00	
21956	Corndogvirus	Genus	183:04:00	59:04:00
20466	Marseillevirus	Genus	179:07:00	
4016	Muromegalovirus	Genus	187:05:00	
20372	Marseillevirus	Genus	61:07:00	
2128	Whispovirus	Genus	110:08:00	
6290	Varicellovirus	Genus	102:07:00	
14135	Omegavirus	Genus	138:00:00	41:06:00
15563	Mimivirus	Genus	271:01:00	32:02:00
17287	Mimivirus	Genus	130:09:00	
20497	Marseillevirus	Genus	72:07:00	
14372	Fromanvirus	Genus	33:02:00	
23456	Gordtnkvirus	Genus	312:06:00	173:05:00
30521	Gelderlandvirus	Genus	153:07:00	43:01:00
28836	Seunavirus	Genus	147:04:00	40:05:00
3863	Asfivirus	Genus	75:08:00	
29551	Bequatrovirus	Genus	46:08:00	32:01:00
6453	Alphatectivirus	Genus	266:04:00	37:08:00
23464	Gordtnkvirus	Genus	193:02:00	172:07:00
8738	Pecentumvirus	Genus	76:04:00	
7137	Mimivirus	Genus	109:09:00	
3844	Asfivirus	Genus	113:03:00	
8947	Cytomegalovirus	Genus	33:00:00	
29599	Bequatrovirus	Genus	71:04:00	38:05:00
6325	Teseptimavirus	Genus	36:05:00	
23465	Gordtnkvirus	Genus	262:02:00	198:02:00
25530	Atadenovirus	Genus	325:06:00	
18537	Siminovitchvirus	Genus	212:06:00	42:06:00
19206	Pandoravirus	Genus	88:08:00	
23777	Tinduovirus	Genus	197:02:00	185:09:00
10289	Vhmlvirus	Genus	172:08:00	79:03:00
18968	Pandoravirus	Genus	45:09:00	
24776	Pakpunavirus	Genus	84:00:00	
10444	Firehammervirus	Genus	524:06:00	503:01:00
15102	Mimivirus	Genus	171:08:00	
3454	Avipoxvirus	Genus	164:00:00	58:05:00
20490	Marseillevirus	Genus	315:03:00	
3891	Asfivirus	Genus	99:02:00	
14655	Hawkeyevirus	Genus	320:09:00	276:07:00
17074	Ascovirus	Genus	833:04:00	86:01:00
20438	Marseillevirus	Genus	102:03:00	
7852	Mimivirus	Genus	109:05:00	
9891	Salasvirus	Genus	208:00:00	40:09:00
15727	Alphabaculovirus	Genus	612:09:00	
29532	Wphvirus	Genus	127:07:00	106:05:00
3862	Asfivirus	Genus	587:03:00	
12522	Soymovirus	Genus	236:04:00	
8741	Pecentumvirus	Genus	116:07:00	
15410	Mimivirus	Genus	322:08:00	
7477	Mimivirus	Genus	281:02:00	
7096	Mimivirus	Genus	182:02:00	
21948	Corndogvirus	Genus	218:03:00	51:02:00
15415	Mimivirus	Genus	147:02:00	
20365	Marseillevirus	Genus	60:02:00	
30824	Helsingorvirus	Genus	199:04:00	36:03:00
10785	Megalocytivirus	Genus	126:08:00	41:00:00
21961	Corndogvirus	Genus	223:03:00	37:08:00
27355	Zindervirus	Genus	80:00:00	69:05:00
7784	Mimivirus	Genus	126:04:00	
14759	Omegavirus	Genus	151:08:00	39:04:00
6585	Megalocytivirus	Genus	222:01:00	
29081	Fromanvirus	Genus	128:09:00	38:08:00
2563	Capripoxvirus	Genus	104:08:00	104:04:00
4730	Varicellovirus	Genus	150:05:00	
14303	Cheoctovirus	Genus	203:06:00	40:02:00
6064	Potexvirus	Genus	76:07:00	49:09:00
15094	Mimivirus	Genus	84:05:00	
19231	Pandoravirus	Genus	140:01:00	40:06:00
8001	Mimivirus	Genus	82:05:00	44:06:00
24338	Chenonavirus	Genus	191:00:00	190:05:00
29428	Bastillevirus	Genus	196:03:00	72:01:00
20173	Marseillevirus	Genus	224:02:00	31:08:00
26665	Krischvirus	Genus	175:04:00	
8302	Mimivirus	Genus	153:05:00	38:00:00
12079	Alphabaculovirus	Genus	105:03:00	96:01:00
15064	Cytomegalovirus	Genus	44:04:00	
2345	Whispovirus	Genus	409:08:00	178:01:00
4380	Cyprinivirus	Genus	242:07:00	
27942	Fromanvirus	Genus	174:04:00	47:07:00
20240	Marseillevirus	Genus	183:08:00	
4377	Cyprinivirus	Genus	279:03:00	
7268	Mimivirus	Genus	267:09:00	
21930	Baltimorevirus	Genus	41:07:00	35:06:00
28774	Seunavirus	Genus	456:00:00	69:07:00
19578	Pandoravirus	Genus	119:01:00	
15176	Mimivirus	Genus	67:04:00	34:09:00
6616	Varicellovirus	Genus	248:04:00	46:04:00
20932	Simplexvirus	Genus	258:03:00	
20370	Marseillevirus	Genus	175:04:00	
25579	Lomovskayavirus	Genus	266:05:00	216:09:00
20435	Marseillevirus	Genus	200:08:00	
4018	Muromegalovirus	Genus	85:01:00	
15065	Cytomegalovirus	Genus	180:07:00	
15016	Prasinovirus	Genus	171:08:00	34:03:00
14281	Fromanvirus	Genus	69:06:00	36:09:00
27851	Phikmvvirus	Genus	61:09:00	
20462	Marseillevirus	Genus	1068:04:00	
27999	Barnyardvirus	Genus	96:09:00	50:02:00
20424	Marseillevirus	Genus	315:04:00	
15599	Fromanvirus	Genus	58:08:00	
20268	Marseillevirus	Genus	140:08:00	39:06:00
21551	Gamaleyavirus	Genus	98:04:00	97:06:00
18333	Proboscivirus	Genus	53:03:00	
9587	Alphabaculovirus	Genus	179:07:00	
24581	Slopekvirus	Genus	191:06:00	33:07:00
3402	Avipoxvirus	Genus	72:06:00	
6555	Megalocytivirus	Genus	52:08:00	47:07:00
16748	Tulanevirus	Genus	78:07:00	55:02:00
8906	Cytomegalovirus	Genus	557:02:00	
23094	Kuravirus	Genus	90:08:00	60:00:00
20320	Marseillevirus	Genus	152:09:00	
15380	Mimivirus	Genus	115:07:00	43:08:00
29595	Bequatrovirus	Genus	180:05:00	71:05:00
27282	Phietavirus	Genus	94:06:00	39:04:00
14860	Cheoctovirus	Genus	74:06:00	33:06:00
20211	Marseillevirus	Genus	75:01:00	
15738	Alphabaculovirus	Genus	117:00:00	34:09:00
20344	Marseillevirus	Genus	153:01:00	32:00:00
26036	Chloriridovirus	Genus	464:00:00	247:02:00
8730	Pecentumvirus	Genus	117:00:00	35:09:00
4105	Muromegalovirus	Genus	217:09:00	
24900	Phikmvvirus	Genus	204:09:00	38:01:00
7877	Mimivirus	Genus	478:09:00	
15756	Alphabaculovirus	Genus	158:02:00	39:03:00
28862	Seunavirus	Genus	120:03:00	111:04:00
29170	Certrevirus	Genus	304:05:00	54:05:00
14714	Fromanvirus	Genus	122:02:00	58:00:00
8126	Mimivirus	Genus	144:01:00	
29487	Bastillevirus	Genus	138:01:00	125:04:00
6804	Mastadenovirus	Genus	387:02:00	
9866	Leporipoxvirus	Genus	143:06:00	38:06:00
29393	Bastillevirus	Genus	164:06:00	144:08:00
8025	Mimivirus	Genus	183:03:00	
16848	Potyvirus	Genus	100:06:00	80:07:00
